AGE,0,19,"a--x0-19"
AGE,20,24,"b--x20-24"
AGE,25,29,"c--x25-29"
AGE,30,34,"d--x30-34"
AGE,35,39,"e--x35-39"
AGE,40,44,"f--x40-44"
AGE,45,49,"g--x45-49"
AGE,50,54,"h--x50-54"
AGE,55,59,"i--x55-59"
AGE,60,64,"j--x60-64"
AGE,65,999,"k--x65-99"
