HISPRACE,0,99,"z--Other"
HISPRACE,0,0,"a--Hispanic"
HISPRACE,1,1,"b--White"
HISPRACE,2,2,"c--Black"
HISPRACE,3,3,"d--AmIndian"
HISPRACE,4,6,"g--Asian"
HISPRACE,7,7,"h--OthRace"
HISPRACE,8,9,"i--2+Races"
