BPL,0,999,"z--Other"
BPL,1,120,"a--U.S._Born"
BPL,150,150,"d--Canada"
BPL,200,200,"e--Mexico"
BPL,210,300,"f--C&S_Amer"
BPL,400,459,"g--Europe"
BPL,460,465,"h--Old_USSR"
BPL,500,500,"c--China"
BPL,501,509,"i--E_Asia"
BPL,510,519,"j--SE_Asia"
BPL,515,515,"k--Philipns"
BPL,521,521,"b--India"
BPL,530,547,"l--Mid_East"
BPL,600,600,"m--Africa"
