RACE,0,99,"z--Other"
RACE,1,1,"a--White"
RACE,2,2,"b--Black"
RACE,3,3,"c--AmIndian"
RACE,4,4,"d--Chinese"
RACE,5,5,"e--Japanese"
RACE,6,6,"f--OthAsian"
RACE,7,7,"g--OthRace"
RACE,8,8,"h--TwoRace"
RACE,9,9,"i--3+Races"
