AGE,0,24,"a--x0-24"
AGE,25,34,"b--x25-34"
AGE,35,44,"c--x35-44"
AGE,45,54,"d--x45-54"
AGE,55,64,"e--x55-64"
AGE,65,999,"f--x65-99"
